name max avg min
240294_sf_hexa 9.16971 1.43002 1.00002
242222_sf_hexa 56.2109 2.65135 1.00889
242223_sf_hexa 281.093 2.71607 1.0215
242224_sf_hexa 60.2242 2.64791 1.01163
242231_sf_hexa 150.932 2.82102 1.0913
242232_sf_hexa 175.726 2.87209 1.027
242233_sf_hexa 56.3835 2.607 1.02628
242305_sf_hexa 54.6309 2.28331 1.00986
242559_sf_hexa 44.3395 2.72927 1.01205
243018_sf_hexa 7.74 1.66357 1.02201
247069_sf_hexa 4.05621 1.32845 1
247402_sf_hexa 110.077 2.80823 1.01224
247515_sf_hexa 72.012 2.96468 1.02548
248185_sf_hexa 189.553 1.89676 1.00517
248187_sf_hexa 41.6833 2.56704 1.00886
248189_sf_hexa 42.8456 2.57424 1.10998
248191_sf_hexa 55.8853 2.29153 1.12579
248192_sf_hexa 19.9362 1.52247 1.00003
248193_sf_hexa 46.0885 1.95027 1.12645
249518_sf_hexa 5.45224 1.47764 1.00096
249519_sf_hexa 5.27173 1.21973 1
249521_sf_hexa 15.0642 1.42569 1
249522_sf_hexa 38.5256 2.54034 1.00972
249523_sf_hexa 12.7008 1.80741 1.0092
250042_sf_hexa 19.5968 2.35823 1.08867
250142_sf_hexa 132.435 3.04662 1.07724
250739_sf_hexa 7.80849 1.35733 1
252175_sf_hexa 149.856 3.89293 1.11534
252631_sf_hexa 78.6854 2.66488 1.04974
252634_sf_hexa 49.5384 1.97452 1
252636_sf_hexa 54.4125 1.71911 1.00056
255522_sf_hexa 30.383 2.64863 1.04868
257589_sf_hexa 42.4574 2.74761 1.02307
257591_sf_hexa 95.8413 2.67525 1.03311
257592_sf_hexa 58.196 2.78719 1.04014
257593_sf_hexa 55.3389 2.70097 1.03717
257594_sf_hexa 57.8193 2.43113 1.00025
257596_sf_hexa 298.914 2.81063 1.01968
257597_sf_hexa 41.3471 2.47464 1.03109
257598_sf_hexa 52.3534 2.80367 1.05191
257600_sf_hexa 41.3471 2.47464 1.03109
258879_sf_hexa 27.437 2.14071 1.00183
259164_sf_hexa 74.1881 2.91072 1.01216
259165_sf_hexa 70.3887 2.84161 1.01627
260054_sf_hexa 76.0851 2.98416 1.06943
260055_sf_hexa 158.724 2.95839 1.08845
260056_sf_hexa 10.9176 1.37389 1
260537_sf_hexa 18.2803 2.23312 1.00436
260541_sf_hexa 37.0275 2.16346 1.00001
263199_sf_hexa 153.259 2.52451 1.03375
263992_sf_hexa 54.8259 2.56019 1.03361
263995_sf_hexa 53.405 2.58383 1.03162
263997_sf_hexa 116.511 2.63894 1.00472
263998_sf_hexa 36.719 2.40043 1.00117
263999_sf_hexa 24.7874 2.06929 1.00371
264000_sf_hexa 46.205 2.19534 1.00072
265592_sf_hexa 35.2928 2.33179 1.09245
265730_sf_hexa 25.8963 2.30775 1.03569
267095_sf_hexa 58.7063 1.94799 1.03015
267484_sf_hexa 58.292 2.72271 1.01715
267486_sf_hexa 134.263 2.90716 1.04971
267662_sf_hexa 21.7784 2.56409 1.1887
268657_sf_hexa 100.337 3.10867 1.0535
269117_sf_hexa 14.1864 1.39666 1.00001
269118_sf_hexa 9.78933 1.7653 1.09633
269119_sf_hexa 34.4114 2.05555 1.00755
269120_sf_hexa 10.9449 2.07366 1.17535
269121_sf_hexa 113.786 1.77184 1.00025
269123_sf_hexa 111.548 3.78769 1.07441
269125_sf_hexa 30.3754 1.78758 1.01151
269443_sf_hexa 105.402 3.05418 1.04005
269997_sf_hexa 565.255 3.37977 1.04638
270323_sf_hexa 38.4836 2.1792 1.01257
270453_sf_hexa 12.7743 2.32527 1.13793
270456_sf_hexa 138.401 2.85043 1.03969
270938_sf_hexa 31.7847 2.31396 1.00128
271304_sf_hexa 66.5639 2.36468 1
271305_sf_hexa 87.64 2.36156 1
271550_sf_hexa 288.438 5.40774 1.02536
271864_sf_hexa 92.2771 2.92399 1.03941
271866_sf_hexa 39.6578 2.67562 1.04861
271868_sf_hexa 5.88219 1.34451 1.00024
271872_sf_hexa 32.5559 2.42879 1.01705
271873_sf_hexa 93.2815 2.14914 1.00001
271876_sf_hexa 12.1523 2.50988 1.00429
271877_sf_hexa 211.029 4.24752 1.06252
274379_sf_hexa 28.0128 2.39005 1.0001
276681_sf_hexa 126.671 2.74241 1.03375
276931_sf_hexa 32.8904 2.78191 1.16869
276933_sf_hexa 33.1859 2.27803 1.00518
278455_sf_hexa 16.1718 1.47379 1
278461_sf_hexa 51.6107 2.57828 1.01887
280280_sf_hexa 14.1205 1.46768 1
280281_sf_hexa 23.9691 1.87597 1
280283_sf_hexa 58.5655 1.53492 1
280285_sf_hexa 56.3676 2.37006 1.0026
281376_sf_hexa 76.7367 1.89079 1
281457_sf_hexa 36.9597 2.79882 1.03106
285364_sf_hexa 241.813 3.12656 1.04305
285367_sf_hexa 61.8065 3.06342 1.06772
285368_sf_hexa 43.5425 2.92348 1.0598
285369_sf_hexa 38.2955 2.359 1.02585
285602_sf_hexa 69.1729 2.45698 1.00007
285606_sf_hexa 102.92 2.5884 1.00003
285607_sf_hexa 78.998 2.37028 1.00003
286162_sf_hexa 96.2313 2.57918 1.00102
286987_sf_hexa 10.2737 1.69202 1.00174
287448_sf_hexa 10.5784 2.24838 1.09867
288801_sf_hexa 71.589 3.13619 1.04297
288802_sf_hexa 89.5019 3.12782 1.04183
289646_sf_hexa 24.281 2.61441 1.04385
289648_sf_hexa 123.956 2.96113 1.02835
289650_sf_hexa 32.2704 2.93733 1.05129
289651_sf_hexa 28.2021 2.65453 1.04738
289652_sf_hexa 42.4669 3.10511 1.11251
289655_sf_hexa 23.8172 2.81197 1.14975
289658_sf_hexa 53.888 2.87905 1.07334
289659_sf_hexa 31.8945 2.67005 1.03532
289660_sf_hexa 32.8396 2.8931 1.06568
289661_sf_hexa 39.4888 2.96082 1.03635
289662_sf_hexa 27.0963 2.84425 1.05403
289663_sf_hexa 36.3595 2.77929 1.03442
289664_sf_hexa 22.9439 2.86184 1.05397
289665_sf_hexa 43.7886 2.86071 1.07878
289666_sf_hexa 27.456 3.02581 1.04673
289667_sf_hexa 45.2713 3.01824 1.06074
289668_sf_hexa 247.474 3.26064 1.04333
289669_sf_hexa 150.139 3.10532 1.07462
289670_sf_hexa 109.104 3.39405 1.07522
289671_sf_hexa 169.948 2.84364 1.02725
289672_sf_hexa 37.0588 2.87357 1.07254
289673_sf_hexa 27.4613 2.90659 1.07115
289674_sf_hexa 28.1868 2.94619 1.04205
289675_sf_hexa 56.0463 2.71085 1.03114
289676_sf_hexa 44.0588 2.75387 1.03334
289677_sf_hexa 70.681 2.92049 1.02939
289678_sf_hexa 37.2322 2.9031 1.04551
289679_sf_hexa 87.8658 2.82844 1.04525
289681_sf_hexa 58.4947 3.02383 1.05298
289682_sf_hexa 85.4806 2.98783 1.06968
289683_sf_hexa 129.87 2.99264 1.01118
289685_sf_hexa 69.1723 2.92038 1.04737
289686_sf_hexa 55.4216 2.98011 1.05854
289687_sf_hexa 71.4799 2.84875 1.0259
289688_sf_hexa 49.7044 3.0208 1.02657
289689_sf_hexa 76.7858 3.04372 1.02787
289690_sf_hexa 89.9437 3.52906 1.07563
289691_sf_hexa 62.8288 2.70285 1.03406
289692_sf_hexa 42.8253 2.69015 1.02163
293137_sf_hexa 73.2624 2.30684 1
293453_sf_hexa 25.7853 2.44919 1.00016
293454_sf_hexa 35.4526 2.49783 1.00198
293455_sf_hexa 136.553 2.4918 1.00161
293457_sf_hexa 43.8278 2.60426 1.00047
293817_sf_hexa 169.883 2.39911 1.01968
293818_sf_hexa 115.01 2.33807 1.04008
293819_sf_hexa 171.052 2.70764 1.07168
298586_sf_hexa 64.1222 2.25208 1.0001
298588_sf_hexa 28.14 2.54809 1.02197
298593_sf_hexa 34.0676 2.39173 1.02643
301065_sf_hexa 88.7864 3.16668 1.04215
301066_sf_hexa 60.0029 3.10409 1.02193
301804_sf_hexa 68.1802 2.99979 1.01203
301920_sf_hexa 7.19513 1.62702 1.00039
303901_sf_hexa 33.6917 2.33263 1.02103
303903_sf_hexa 196.438 2.11466 1.00002
308214_sf_hexa 25.3963 1.94586 1
309919_sf_hexa 132.703 2.66737 1.00002
311329_sf_hexa 5.35834 1.76334 1.11352
311331_sf_hexa 62.1619 3.06776 1.01407
313609_sf_hexa 51.9328 3.19652 1.06309
313873_sf_hexa 16.8345 1.51011 1
313875_sf_hexa 17.6913 1.5705 1.03469
313878_sf_hexa 19.9658 1.82702 1.07025
313882_sf_hexa 23.3403 1.96348 1.0209
313884_sf_hexa 16.8321 1.74424 1.00139
313917_sf_hexa 185.253 1.63963 1.00004
314000_sf_hexa 104.262 2.25219 1.00961
314437_sf_hexa 67.5189 2.8893 1.02036
314591_sf_hexa 36.9926 2.69154 1.06787
314592_sf_hexa 28.9239 2.92279 1.04471
314749_sf_hexa 59.7762 2.68421 1.00433
315033_sf_hexa 13.1412 1.72356 1.00474
326895_sf_hexa 28.8504 2.22347 1.00423
326896_sf_hexa 67.4651 2.29277 1.00623
332810_sf_hexa 82.8254 3.2799 1.07366
333704_sf_hexa 122.639 2.53193 1.00481
338509_sf_hexa 317.632 3.58391 1.08745
343529_sf_hexa 96.0277 3.10927 1.02025
343530_sf_hexa 23.5021 2.92631 1.06345
343531_sf_hexa 39.6201 2.95419 1.03654
343533_sf_hexa 19.1765 3.05939 1.10282
343534_sf_hexa 78.6639 3.02161 1.06726
343536_sf_hexa 61.3984 3.07656 1.03049
343537_sf_hexa 45.1018 3.10221 1.08225
343538_sf_hexa 49.2978 3.46846 1.09977
343541_sf_hexa 112.72 3.24732 1.08792
343543_sf_hexa 40.2232 3.39333 1.05632
343546_sf_hexa 49.1348 3.35968 1.08848
343547_sf_hexa 74.716 3.17016 1.02104
343548_sf_hexa 45.1506 3.42224 1.07965
343549_sf_hexa 81.8353 3.47373 1.07942
343550_sf_hexa 74.9978 3.3519 1.06077
343551_sf_hexa 30.9006 3.35106 1.06137
343552_sf_hexa 30.6931 3.70771 1.08723
343553_sf_hexa 44.4264 3.76434 1.07406
343554_sf_hexa 105.8 3.86317 1.03926
343555_sf_hexa 88.6602 4.03905 1.05749
343556_sf_hexa 122.392 4.23606 1.08358
346288_sf_hexa 39.257 2.81718 1.00565
34785_sf_hexa 17.2188 1.71229 1.01541
347936_sf_hexa 47.6401 2.2522 1.00295
347938_sf_hexa 12.4093 1.70936 1.00375
353684_sf_hexa 36.1437 2.29382 1.01916
353686_sf_hexa 225.694 2.64219 1.00807
354371_sf_hexa 41.2145 2.42469 1.00381
360006_sf_hexa 215.838 3.05606 1.03106
360067_sf_hexa 13.7518 2.24049 1.01355
360073_sf_hexa 36.3212 2.33625 1.05479
360074_sf_hexa 69.7561 2.61935 1.00525
362965_sf_hexa 73.828 2.51544 1.02921
363052_sf_hexa 103.413 2.78917 1.0486
363825_sf_hexa 52.6553 3.12454 1.01798
365170_sf_hexa 20.1278 2.45847 1.01543
366361_sf_hexa 92.9119 2.70604 1.03665
366726_sf_hexa 30.8907 2.77 1.08393
366727_sf_hexa 24.8384 1.48625 1
366956_sf_hexa 49.3222 2.91995 1.05415
366957_sf_hexa 36.2489 2.80824 1.05086
367343_sf_hexa 76.7173 2.74517 1.10144
367344_sf_hexa 175.745 2.72022 1.03504
368148_sf_hexa 77.9029 2.54288 1.07742
368149_sf_hexa 42.3788 2.28422 1.11152
368622_sf_hexa 91.8726 2.95604 1.03563
369988_sf_hexa 8.60445 1.88167 1.21477
369989_sf_hexa 441.199 3.52532 1.0378
370884_sf_hexa 9.16443 1.70832 1.00412
370885_sf_hexa 31.2312 2.26154 1.00299
37091_sf_hexa 22.4214 2.46837 1.00099
37095_sf_hexa 42.8422 2.66636 1.01357
372054_sf_hexa 70.6963 1.7391 1
372055_sf_hexa 120.229 2.34527 1
372059_sf_hexa 39.7876 2.17934 1
37211_sf_hexa 491.684 3.28807 1.04711
37219_sf_hexa 188.145 2.99073 1.05494
37221_sf_hexa 187.335 2.8736 1.00398
372602_sf_hexa 47.1509 2.83615 1.06131
37272_sf_hexa 188.415 1.66065 1.00001
37274_sf_hexa 15.8797 2.03877 1.00525
37276_sf_hexa 10.2141 1.51463 1.00005
37278_sf_hexa 33.4001 2.36957 1.00967
37280_sf_hexa 33.0363 2.34451 1.01041
37282_sf_hexa 52.2894 1.99622 1
37284_sf_hexa 30.8251 1.96005 1.00675
37287_sf_hexa 80.491 2.98369 1.03503
37288_sf_hexa 48.9733 2.6947 1.08038
37289_sf_hexa 66.0824 2.38729 1.00661
37303_sf_hexa 143.719 2.43246 1.00696
37304_sf_hexa 71.4179 2.65985 1.03147
37322_sf_hexa 4.70665 1.3795 1
373701_sf_hexa 102.889 2.70732 1.03518
373702_sf_hexa 40.081 1.77082 1.00002
373703_sf_hexa 68.9526 2.74825 1.0012
373704_sf_hexa 53.1339 2.77158 1.02923
373705_sf_hexa 63.5136 2.70592 1.02221
37384_sf_hexa 41.5138 1.87339 1
374397_sf_hexa 78.1065 2.72569 1.01736
375065_sf_hexa 52.9052 2.60937 1.04524
375236_sf_hexa 15.5061 1.77343 1.00772
375237_sf_hexa 17.8496 1.96183 1.0291
375239_sf_hexa 26.428 2.8379 1.07497
375240_sf_hexa 50.0699 2.55728 1.00361
375241_sf_hexa 22.6764 2.29924 1.03343
375242_sf_hexa 40.4467 2.98395 1.02308
375244_sf_hexa 59.5584 2.5474 1.00384
375245_sf_hexa 273.36 2.54631 1.00652
375247_sf_hexa 161.5 2.99203 1.02299
375250_sf_hexa 49.6321 2.76049 1.03659
375252_sf_hexa 92.1587 2.92642 1.02559
375254_sf_hexa 8.71745 1.78577 1.01485
375256_sf_hexa 99.9578 2.34603 1.00175
375259_sf_hexa 36.3295 2.34356 1.00175
375260_sf_hexa 167.131 2.71638 1.02896
375266_sf_hexa 25.4104 2.48056 1.08053
375269_sf_hexa 21.6331 1.9202 1.01294
375270_sf_hexa 60.7831 2.88112 1.02489
375275_sf_hexa 61.871 2.88926 1.0334
375278_sf_hexa 45.3178 2.64043 1.0204
375279_sf_hexa 72.9114 2.56529 1.00636
375280_sf_hexa 45.8074 2.67611 1.0477
375281_sf_hexa 189.906 2.89461 1.0186
37627_sf_hexa 10.2121 1.43655 1.00001
376519_sf_hexa 49.8315 2.73567 1.0351
37730_sf_hexa 49.3347 2.51517 1.00214
37731_sf_hexa 48.9371 2.36564 1.00012
37772_sf_hexa 36.0418 1.92926 1
37786_sf_hexa 62.496 2.51851 1.02118
37787_sf_hexa 99.6678 1.89278 1.00016
37825_sf_hexa 265.78 2.68489 1.0049
37841_sf_hexa 71.0791 2.46685 1.00106
37863_sf_hexa 14.85 2.1626 1.06348
37864_sf_hexa 17.5603 2.59905 1.09914
37865_sf_hexa 8.40532 1.56568 1.00044
37881_sf_hexa 70.106 2.43939 1.0013
37883_sf_hexa 40.7967 2.76109 1.01731
37885_sf_hexa 9.31349 1.39549 1.00005
37886_sf_hexa 91.0673 2.74154 1.01459
37887_sf_hexa 78.7773 2.64562 1.0141
37888_sf_hexa 209.679 2.7153 1.00113
37890_sf_hexa 169.792 2.65847 1.02941
37928_sf_hexa 47.3598 2.71947 1.0642
37965_sf_hexa 28.0593 1.98238 1.006
37967_sf_hexa 15.9128 1.79435 1.005
37968_sf_hexa 32.502 1.9327 1.00606
37969_sf_hexa 22.9981 1.87205 1.00367
37972_sf_hexa 51.3542 2.64873 1.04752
37991_sf_hexa 27.2194 2.31981 1.01829
37992_sf_hexa 36.9705 2.64279 1.02066
38035_sf_hexa 67.3581 2.82384 1.07024
38066_sf_hexa 72.7088 2.63479 1.06332
38094_sf_hexa 40.8462 2.64394 1.02928
38095_sf_hexa 50.2733 2.74497 1.05561
38110_sf_hexa 41.1675 2.64891 1.02584
38261_sf_hexa 25.4081 2.35762 1.02447
38291_sf_hexa 7.95728 2.20177 1.24929
38294_sf_hexa 38.84 1.85051 1.00001
38297_sf_hexa 10.3129 2.22449 1.21439
384086_sf_hexa 74.7971 2.92139 1.01031
38497_sf_hexa 19.4507 1.83467 1.00432
38557_sf_hexa 51.3161 2.77184 1.00079
38559_sf_hexa 92.6485 3.02717 1.05129
38637_sf_hexa 8.37335 1.66238 1.01303
38638_sf_hexa 145.389 2.50539 1.02693
38640_sf_hexa 11.6206 1.56193 1.00102
38643_sf_hexa 10.839 2.00674 1.00113
38644_sf_hexa 88.8456 2.15487 1.00376
38645_sf_hexa 33.564 2.51633 1.00408
386839_sf_hexa 38.3506 2.44041 1.00409
386841_sf_hexa 21.0389 2.42456 1.02626
386846_sf_hexa 41.7525 2.51303 1.00001
387222_sf_hexa 28.5777 2.33518 1.00364
388565_sf_hexa 106.634 2.54529 1.02553
389250_sf_hexa 120.847 3.69118 1.02307
389251_sf_hexa 211.19 3.68397 1.02218
39344_sf_hexa 31.9085 1.53451 1
39347_sf_hexa 30.3331 2.61504 1.0405
39349_sf_hexa 33.3756 2.76223 1.06684
39353_sf_hexa 18.7827 1.43027 1
39355_sf_hexa 53.6031 2.94158 1.03177
39381_sf_hexa 61.5452 2.58379 1.02286
394203_sf_hexa 65.9184 2.75103 1.02979
39447_sf_hexa 21.6868 1.98566 1.02712
39459_sf_hexa 40.7423 2.14821 1.00233
395607_sf_hexa 49.2838 1.98069 1.00003
39572_sf_hexa 220.508 2.62046 1.01008
39579_sf_hexa 23.1242 2.53266 1.05601
39636_sf_hexa 39.204 2.4962 1.01343
39638_sf_hexa 39.3125 1.96973 1.00041
39641_sf_hexa 70.7205 2.85799 1.01979
39644_sf_hexa 7.96123 1.8408 1.05309
39645_sf_hexa 18.1018 1.83156 1.00047
39649_sf_hexa 25.0557 2.60001 1.08548
39749_sf_hexa 89.6495 2.83852 1.05365
39768_sf_hexa 18.7058 2.40615 1.0016
39769_sf_hexa 15.309 2.1118 1.00027
39870_sf_hexa 47.5382 3.0394 1.08674
39890_sf_hexa 36.0795 2.66152 1.04257
39891_sf_hexa 35.3158 2.93451 1.03639
39922_sf_hexa 42.3516 2.01689 1.0002
39923_sf_hexa 7.99757 1.64353 1.00386
39924_sf_hexa 8.87069 1.85028 1.00323
39926_sf_hexa 322.946 2.69213 1.00019
39927_sf_hexa 21.9845 1.88287 1.00607
39929_sf_hexa 30.3492 2.58571 1.0246
39930_sf_hexa 21.0647 1.61543 1.00021
399560_sf_hexa 53.753 2.45787 1.01087
39993_sf_hexa 80.8483 2.74966 1.02325
400236_sf_hexa 44.0938 2.71241 1.02492
400237_sf_hexa 108.938 3.0322 1.00911
400238_sf_hexa 219.269 2.9529 1.03859
40179_sf_hexa 11.308 1.49203 1
402111_sf_hexa 213.599 2.86736 1.02674
402964_sf_hexa 27.08 2.35705 1.06042
40298_sf_hexa 37.8721 3.06037 1.03887
40312_sf_hexa 44.0768 2.91964 1.03773
40359_sf_hexa 37.6584 1.61748 1.00405
40361_sf_hexa 104.491 2.59467 1.00168
40363_sf_hexa 7.44373 2.75986 1.09216
40443_sf_hexa 21.3435 2.07202 1.08293
40448_sf_hexa 14.8563 1.34654 1
40449_sf_hexa 21.9452 2.20694 1.02746
40450_sf_hexa 8.95568 1.56613 1.00117
404958_sf_hexa 44.1111 3.1266 1.02417
404959_sf_hexa 77.0484 3.09208 1.0648
40550_sf_hexa 11.3389 2.07981 1.07476
405823_sf_hexa 366.421 2.68722 1.03232
40583_sf_hexa 36.8299 2.51243 1.04479
40584_sf_hexa 32.4231 2.29454 1.01179
40585_sf_hexa 39.9978 2.26187 1.01471
40602_sf_hexa 44.3714 2.71468 1.01622
406449_sf_hexa 41.7506 2.48404 1.00268
40666_sf_hexa 110.533 2.6968 1.00842
40746_sf_hexa 16.0203 1.52298 1
407638_sf_hexa 38.6639 2.69546 1.01365
40845_sf_hexa 13.1439 1.98428 1.04682
40846_sf_hexa 16.4992 2.40688 1.05174
40847_sf_hexa 32.2232 2.53311 1.03305
40848_sf_hexa 36.1547 2.73165 1.04728
40886_sf_hexa 70.0246 2.55864 1.00056
40906_sf_hexa 64.5165 2.98463 1.02623
40915_sf_hexa 376.006 2.76794 1.02411
409624_sf_hexa 27.5733 2.32563 1.00012
40984_sf_hexa 67.8449 2.58973 1.01915
40985_sf_hexa 62.6034 2.5951 1.00782
40986_sf_hexa 102.308 2.67246 1.02412
40987_sf_hexa 64.2836 2.69611 1.02491
40988_sf_hexa 89.7817 2.44576 1.00265
40989_sf_hexa 546.043 3.118 1.01636
41089_sf_hexa 52.6258 1.89463 1
41090_sf_hexa 93.5088 1.73974 1
41104_sf_hexa 18.6095 2.17628 1.01766
41105_sf_hexa 18.5953 2.14707 1.01802
41106_sf_hexa 25.4235 1.83525 1.00475
41107_sf_hexa 32.9993 1.80581 1.00494
41110_sf_hexa 74.9886 2.12755 1
41111_sf_hexa 103.887 2.1266 1
41178_sf_hexa 117.87 2.61305 1.06105
41308_sf_hexa 28.6822 2.08992 1.00005
41339_sf_hexa 25.2668 2.5742 1.02474
416682_sf_hexa 39.4447 2.74369 1.0517
416683_sf_hexa 19.4499 1.69179 1.00298
416684_sf_hexa 15.1597 2.30627 1.07026
41713_sf_hexa 118.315 4.27131 1.05373
41732_sf_hexa 62.3397 2.72746 1.00766
41927_sf_hexa 116.591 2.83366 1.05725
41928_sf_hexa 129.034 2.64434 1.01637
41969_sf_hexa 11.4083 1.90905 1.00109
41970_sf_hexa 10.7112 2.01573 1.00147
41985_sf_hexa 57.5362 2.43093 1.00096
42043_sf_hexa 38.1746 2.88708 1.0152
42044_sf_hexa 28.6556 2.88823 1.07329
42045_sf_hexa 31.738 2.71436 1.06382
42155_sf_hexa 123.249 2.60294 1.0349
42156_sf_hexa 555.524 2.34819 1
42226_sf_hexa 61.4281 2.89633 1.00134
42250_sf_hexa 24.6533 2.25882 1.00166
42332_sf_hexa 75.1176 4.09307 1.07114
42370_sf_hexa 15.4644 1.70593 1.00002
423819_sf_hexa 32.5032 1.59289 1.00454
423825_sf_hexa 34.0342 2.29743 1.00113
42500_sf_hexa 46.0401 2.17076 1.00666
42501_sf_hexa 57.0128 2.82698 1.01616
42576_sf_hexa 79.7032 2.71945 1.02731
42631_sf_hexa 16.4394 2.02797 1
42632_sf_hexa 42.3192 2.50195 1.00044
42634_sf_hexa 11.5637 2.09433 1.05464
42638_sf_hexa 10.1727 1.75967 1.00056
42707_sf_hexa 73.6397 3.00777 1.06437
428173_sf_hexa 85.1436 2.72408 1.02146
42821_sf_hexa 79.1232 2.8687 1.01624
42822_sf_hexa 68.8745 2.78538 1.03456
42836_sf_hexa 19.4492 2.21074 1.04359
42844_sf_hexa 19.721 2.03472 1.0064
428602_sf_hexa 45.4614 2.81984 1.02763
42897_sf_hexa 118.565 2.77279 1.02919
42936_sf_hexa 24.6166 2.5637 1.01439
42999_sf_hexa 146.799 3.26254 1.02944
43011_sf_hexa 116.68 2.78131 1.03247
43096_sf_hexa 62.5961 2.47245 1.06137
43188_sf_hexa 3.9902 1.69977 1.01729
43189_sf_hexa 63.1043 2.20062 1.00721
431937_sf_hexa 53.59 2.75038 1.05345
43287_sf_hexa 53.4958 2.66666 1.06437
43385_sf_hexa 48.8418 2.92169 1.07934
43386_sf_hexa 17.9646 2.10084 1.01557
43387_sf_hexa 67.3005 2.79318 1.04772
43388_sf_hexa 66.4173 2.41627 1.02955
43391_sf_hexa 187.636 2.90629 1.04575
43392_sf_hexa 39.2794 2.787 1.1869
43393_sf_hexa 39.382 3.19359 1.08516
43397_sf_hexa 55.8013 2.69786 1.06255
43545_sf_hexa 237.626 2.72432 1.04441
43546_sf_hexa 37.5593 2.8547 1.02334
43547_sf_hexa 57.1356 2.94151 1.03141
43548_sf_hexa 87.0139 2.78158 1.02438
43549_sf_hexa 87.8021 3.13701 1.01657
43551_sf_hexa 26.011 3.11035 1.10917
43552_sf_hexa 25.9642 2.00361 1.00258
43553_sf_hexa 28.2757 2.53115 1.02829
43554_sf_hexa 17.7082 1.49367 1.00029
43555_sf_hexa 8.74239 1.27904 1
43584_sf_hexa 9.11012 1.75163 1.00333
43594_sf_hexa 58.7043 2.26292 1.10535
43636_sf_hexa 65.9736 2.55243 1.00297
43655_sf_hexa 199.36 2.79362 1.00722
43664_sf_hexa 26.7948 2.23739 1.11825
43689_sf_hexa 80.4244 2.83581 1.00758
43690_sf_hexa 295.031 2.35128 1.00461
437347_sf_hexa 33.7387 1.85927 1.001
437348_sf_hexa 65.0158 2.64859 1.01308
437350_sf_hexa 57.6815 2.50803 1.00861
43747_sf_hexa 23.3818 2.40257 1.04713
43748_sf_hexa 51.1339 2.57806 1.02117
43766_sf_hexa 62.5993 2.69401 1.01332
43769_sf_hexa 52.8926 3.03909 1.06848
43780_sf_hexa 23.7376 2.34012 1.01728
43851_sf_hexa 33.9542 2.45989 1.00868
43860_sf_hexa 22.2905 1.58424 1.01553
43959_sf_hexa 12.4522 2.22045 1.00804
43960_sf_hexa 10.2353 2.27204 1.04578
43987_sf_hexa 9.29016 1.56033 1.07514
43989_sf_hexa 13.5404 1.99872 1.02282
43994_sf_hexa 39.3125 1.96973 1.00041
44001_sf_hexa 89.0085 2.71968 1.03678
44016_sf_hexa 52.0799 2.6701 1.00473
44037_sf_hexa 418.098 3.09593 1.0302
44040_sf_hexa 146.581 3.0203 1.01189
44041_sf_hexa 126.037 3.00073 1.04399
44058_sf_hexa 50.701 2.38697 1.00639
44059_sf_hexa 55.2237 2.72799 1.02453
44061_sf_hexa 452.653 2.63978 1.01507
44062_sf_hexa 8.9051 2.12224 1.28129
44063_sf_hexa 69.9337 2.85209 1.03651
44064_sf_hexa 19.3971 2.03281 1.05365
44102_sf_hexa 5.85383 1.76642 1.07677
441708_sf_hexa 45.7894 1.89411 1
44234_sf_hexa 35.4934 2.50462 1.00437
44315_sf_hexa 225.592 2.73204 1.00649
44381_sf_hexa 146.659 2.80083 1.03915
44382_sf_hexa 47.112 2.18873 1.02873
44384_sf_hexa 9.42738 1.78937 1.00285
44395_sf_hexa 106.588 2.75856 1.01619
44498_sf_hexa 62.2275 2.6464 1.03799
44508_sf_hexa 25.3851 2.71882 1.14396
44622_sf_hexa 236.735 3.39865 1.04473
44623_sf_hexa 52.5981 3.19378 1.05275
44710_sf_hexa 46.6 2.76312 1.00673
44819_sf_hexa 94.4559 2.53671 1.00461
44899_sf_hexa 21.9065 2.54792 1.04554
44900_sf_hexa 70.1164 2.56897 1.01054
44902_sf_hexa 238.714 2.15016 1.02444
44903_sf_hexa 29.8967 1.97004 1.03557
44912_sf_hexa 13.8599 1.75903 1.00005
44950_sf_hexa 91.3982 2.87705 1.02281
44951_sf_hexa 34.4019 2.59152 1.02901
449816_sf_hexa 18.7304 2.07692 1.00712
449817_sf_hexa 35.0458 3.12541 1.01818
449818_sf_hexa 30.6659 2.59537 1.01232
449998_sf_hexa 60.9216 3.06144 1.01885
449999_sf_hexa 9.69172 1.78334 1.04172
45007_sf_hexa 314.606 3.09378 1.03069
45009_sf_hexa 31.3929 2.05423 1.00423
45090_sf_hexa 35.6075 2.73481 1.00407
45169_sf_hexa 27.0177 1.6569 1.05931
45333_sf_hexa 133.334 2.71704 1.00289
45408_sf_hexa 20.7862 2.23816 1.00069
45410_sf_hexa 13.9613 1.89744 1.00089
45413_sf_hexa 62.1027 2.28677 1.00068
454346_sf_hexa 10.3557 1.67165 1.01551
45611_sf_hexa 33.3667 2.73161 1.03263
45619_sf_hexa 33.2376 2.43106 1.00832
45803_sf_hexa 66.2932 2.41837 1.04321
45813_sf_hexa 9.10793 2.1458 1.02486
45814_sf_hexa 9.09731 1.68697 1.02944
461109_sf_hexa 10.8526 1.80574 1.01174
461110_sf_hexa 5.75711 1.71374 1.01542
461111_sf_hexa 10.1257 1.86089 1.0495
461112_sf_hexa 21.8485 2.27765 1.0014
461115_sf_hexa 18.5934 2.2794 1.00092
462511_sf_hexa 14.7108 2.71328 1.08605
